baby 啤啤	婴儿。
桥段	①剧情结构②办法、本领
梁苏记牙刷——一毛不拔	这是旧广州句很有名气的广告词①意为牙刷很坚固，一根毛都不容易掉②引申为铁公鸡，十分吝啬，一毛不拔。
梅花间竹	①指子女交替著生②引申为间隔着
梗咗	定了、固定在
梗咗嘞	固定了，没法了变了
梗掂	肯定行
梗系	肯定是。
梗系嘞	肯定是的
梳个挞	把头发梳起一个光亮的波
梳菜	一种醃制的菜头，切成片，像梳子
梳辫	梳发辫、留辫子
棉衲	棉袄。
棋逢敌手——半斤八两	不相上下
棚尾拉箱——草草收场	「棚尾拉箱」源自旧时粤剧戏班。从前，演粤剧俗称「做大戏」，在四乡尤为隆重。做大戏需建戏台，所用材料大多为竹竿、木板，故称为「戏棚」。棚尾，乃指戏棚后台及其上落通道；拉箱，是指结束演出撤走时装载戏服、道具的戏箱。粤剧戏班常年流转到乡间演出，以五日为一台，惯以成例。在珠江三角洲等地，戏船每到一处，当地百姓多爱看戏班上箱，既赶热闹，又可以从戏箱的档次和多寡来捉摸戏班的规格和水准。此外，还爱看拉箱，那是乡民情重，多少带有惜别送行之意。戏班本身也注重上箱拉箱，借机打响招牌，张扬声势，起到广告宣传作用。然而，若遇上演出失利，票房欠佳，尤其是买戏的「主公」宣告蚀本时，戏班中的人便自觉没趣，就会来个残灯尾戏草草收场，不动声色地从后台撤走人箱，落得面子好过。「棚尾拉箱」实在是不得已而为之。后来，人们便用「棚尾拉箱——草草收场」来形容由于遇上不利因素而匆忙结束所行之事。
棹zaau6忌	①糟糕②忌讳的③倒楣
棺材老鼠——食死人	形容某食物会吃坏人。
棺材钉——死顶	①临死了还要充汉子②死命顶著③为了大局也要撑着
椤柚	戏指屁股
椤柚起枕	屁股俗称椤柚，指坐得太久了，屁股也起茧了。
楣底	球门横梁下面
槽肥	动物养膘
模下	摸一摸。
横掂	横竖、反正。
横掂系	横竖都这样，反正都这样了
横掂系噉	反正都这样了。
横桠肠	指盲肠。
横桠路	大路旁分出的小路
横水渡	旧时渡客过江的有篷的小艇
横班办	①指东西横放②无理取闹，蛮横无理。
横睇掂睇	横看竖看，左看右看
横纹柴	劈柴时很难劈比喻兇横者
横绷绷	①东西横放，妨碍別人②无理取闹，蛮横无理。
横街窄巷	小街小巷
横边界外	球出了边线。
横风横雨	刮台风时的大风大雨。
次次咁乔	难道每次都会这么巧
欢喜	喜欢
欢愉嫌夜短，寂寞恨更长	快乐时不知时间己过，忧愁时却会感到时间太长。
欺善怕恶	害怕强大的人却又欺负弱小的人
欺山莫欺水	教育人们宁可欺负山头也不要欺负和轻视水祸，尤其是不懂游泳的人，在江河、山塘、水库前更不能掉以轻心。
歌书	唱歌用的歌本
歌仔	一曲歌、小调
歌喉	嗓子，唱歌时运用嗓子的能力。
歌柄	指別人说话时的话头。
止咳	①止住咳嗽②有用
止痕	止痒
正到痹	比喻很正宗、十分好、很地道的食品。
正嘢	好的东西
正契弟	骂人话，孬种，不是什么好人
正斗	正宗的、正统的
正斗嘢	纯正的、上等的好东西。
正月初七出世——属（熟）人	正月初七是人日，人人「生日」，谐音熟人。
正正经经	①认真踏实、负责②端庄正派。
正衰仔	捣蛋鬼，小坏蛋
正话	刚才
正路	正确的路[注]多指正当行业，而偏门是不正当行业。
正龟公	旧指妓院的男老板，现指王八蛋。
步头	小码头，有石级上下
步级	台阶
步高步低	走在崎岖的山路上，一脚高，一脚低
死下死下	①十分劳累②要死的样子
死买烂买	人家说有钱的女孩子心情不好时就会拼命地买东西，以填补空虚的心灵
死人	加在人名或称呼之前，作轻微的或带笑骂意味的骂人话（妇女多用）。～老杨，而家先嚟！（死你个老杨，现在才来！）
死人兼冧屋	大祸临头，糟透了
死人冧屋	房子倒塌，还死了人，出了很大的事故
死人嘢	骂人话，死东西，死家伙。
死人头	骂人话，死鬼
死人寻旧路	比喻头脑殭化，墨守成规
死人灯笼——报大数	①以前死人的岁数要算上天、地、虚数②指虚报数字
死仔包	骂人话，骂男孩或男性少年
死仔干	骂人话，骂瘦小的男孩或男青年。
死佬	骂人话，死鬼
死做烂做	累死累活，拼命干活
死充大头鬼	打肿脸充胖子
死充烂充	明明在家吃咸菜，但出门也要讲究西装革履，打肿脸充胖子。
死到直	①比喻事情糟透了无可挽回②这次死定了
死剩把口	理屈，但口不服输还要争执下去
死剩种	骂人话，就剩你一个了。
死去边	躲到哪里偷赖去了
死口唔认	一口咬死了，就是不承认
死吹烂吹	侃大山时，最容易吹牛，而且越吹越厉害。
死咗笼鸡	把事情全部搞砸了。
死唔愤输	到死了还是不肯认输
死地地	无可奈何的样子
死妹钉	骂人话，死丫头
死带烂带	一拿球就喜欢盘带，不想跟队友配合
死开	滚一边去
死得佢	瞧他那副德性
死得眼闭	指没有遗憾地离开人世
死悭烂悭	苦抠苦攒，极力节省开支
死悭烂抵	苦抠苦攒，十分省俭
死挖烂挖	①卖力地挖泥土②拼命去拿，拼命去抓
死捱烂捱	①累死累活地干②熬苦日子
死搏	拼命干活
死撑	①拼命撑着②没道理还嘴硬不听別人的道理
死擂	没命地干
死擂烂擂	形容拼命去干活。
死死下	①半死②要死的样子。
死死地地	①灰溜溜地②叹气，无地自容
死死地气	①形容无可奈何的神态②不敢不听。
死死实实	①食物不松软，殭硬②色彩暗淡、不鲜明
死死气	无可奈何，灰溜溜地。
死死气气	没办法、无可奈何花落去
死清光	全死光了。
死火	拋锚
死牛一便颈	顽梗，只认死理的人
死玩烂玩	拼命去玩，去享受，一点也不考虑工作的事。
死畀佢睇	对一切都绝望了，死给他看
死直	挺直了
死硬	死定了
死硬撑	没道理却还硬辩，不听別人意见
死紧噉头	无精打采，快死的样子
死紧头	快要断气了，死在眼前
死绝种	骂人话，全家死光
死缠烂打	死磨硬磨、纠缠不放
死缬	①死结②难办的事
死蛇烂蟮	比如懒人，躺下就不愿起来干活
死蠢	蠢得很厉害
死蠢烂蠢	形容人相当愚蠢
死衰仔	骂儿子没用，不听话
死辜辜	①无精打采②了无生气③老待在家，没事可干
死过咸鱼臭过蟹	指境况凄惨
死过返生	①死去活来②九死一生，两世为人。
死逼	死命贴身逼抢
死都拗返生	横的可以说成是竖的，蛮不讲理
死铲	骂人话，该死的
死霸烂霸	指恶霸们到处霸占地方
死靓仔	骂青少年男性，不中用
死顶	拼命摃著
死顶	咬牙死死顶著
死项烂顶	有什么苦，有什么累，自己都拼命摃下去
死鸡撑饭盖	①临死还要撑一下②形容人死不认错的态度。也可称为「死鸡撑硬脚」
毒计	用毒辣的方法对付別人
毕孬lau1	一直都是
毛巾褛	游泳出水后披的毛长外衣
毛神神	毛发浓密
毛管	毛孔
毛管戙	毛管竖起来，起鸡皮疙瘩
毛管眼，戙笃企	毛管都竖起来了
毛翼未出齐——大唔透	①指幼稚，心还没定的人②有童心
毫子	钱币单位，毫、角
气罗气喘	气喘吁吁，上气不接下气的样子。
气辜辜	①气鼓鼓的②满肚子苦水没处放
气都咳	①气喘吁吁状态②形容做得太累。
水上浮萍——冇时定	浮萍无根，只能随水流动，随风飘荡，定不下来。
水停百日生毒，人停百日生病	比喻流水不腐，生命在于运动的道理
水到唔水	形容差劲，差得很厉害
水喉	水龙头
水喉水	自来水的俗称
水客	在境内外替人带钱物赚取酬金为生者
水尽鹅飞	冷冷清清、满目萧条。
水尾	捞便宜的机会己过
水屘嘢	指最次的货，卖剩的货
水影	刚下过雨，傍晚时天空有时会有红色映衬在建筑物上
水律	水蛇
水抠油	①水和油放在一起，比喻两人合不来②形容两人时常争吵、争斗
水斗	水平低
水斗水	差劲对差劲
水曱甴	龙虱
水桶腰	形容腰像水桶般粗壮，比喻肥胖。
水水地	比喻水平、技艺很一般
水汪	不落实、不可靠、质量不佳
水汽	潮湿气
水泡（音抱）	救生圈
水洗唔清	很难洗脱「罪名
水洗唔甩	洗也洗不掉。
水浮石	砌盆景用的石头，用它制作假山
水浸	淹水了
水浸眼眉	大水已经淹到眼眉的地方，比喻事情万分危急
水浸禾花，惨过抄家	农家谚语，水稻抽稻穗时要防水灾，否则比抄家还要惨
水浸缸瓦铺——盆满钵满	那些罐子都装满了水，以水为财即赚了很多
水浸芝麻——发极有限	意为小生意，发不起来
水滋	水蚤
水滚	①水开了②膀胱胀满急需解决
水滚不响，水响不滚	借喻做人要踏实，不要张扬
水烟筒	用粗大的竹筒做的吸烟用具，俗称「大碌竹」
水瓜打狗——唔见一橛	①少了一截②比喻得不偿失。
水皮	没水平、没学问，差劲
水磨功夫	指需要耐心细致、经久才可完成的工作
水紧	①没钱，手头紧②黑话，风声紧
水脚	运货或乘车、船的费用
水蛇春咁长	水蛇的卵较长，比喻说起话来，像一匹布那样长
水蛇腰	形容女子腰细如蛇。
水货	走私货、冒牌货
水车馆	从前民间的消防组织
水过鸭背	①鸭毛沾上水一点痕迹也没有②比喻健忘，记忆力差③读书没有留下印象
水铰剪	在池水面上滑行的长肢虫，形似剪刀，故得名
水鬼人情	指白做的人情，不值得做的人情
水鬼人情——白做	意思是做了也没用，不值得做的事。
水鬼升城隍	①指由小升为大②比喻小人得志
水鬼尿	比喻汤粥十分稀，淡而无味
水鱼	①甲鱼②畀人揾笨嘅人
水鱼	①王八②形容那些很容易上当受骗的人
水鸡	粗竹筒制成的烟具
氹人欢喜	满口答应给人好处但从来不会兌现
氹佢开心	哄他开心，哄人
氹氹挎	①绕了一个大圈②出去转了一下。
氹氹转	团团转
汁都捞埋	最后面的好处也不会放过，据为已有。
求先	刚才、刚刚
求其	随便、无所谓
求其做下	随便做下，敷衍了事
求其应付	随便应付
求求其其	意即马马虎虎，不认真，很随便的。
污糟	①肮脏②不正派，下流
污糟邋遢	不讲卫生，脏得很。
汤圆命——一蒲头就畀人食	形容命薄，命途多舛，这是小人物的命运。
汽车唔上油——攞嚟推	①汽车没有油，只能推②比喻借机推搪
沙sa4哩弄铳cung3	①莽撞、乱来②靠不住③轻率
沙尘	①小小泥沙②炫耀自己的财势能干，轻佻得使人听到看到十分恶心
沙尘白霍	比喻浮夸、骄傲自大
沙沙滚	①咋咋呼呼的②粗心大意③鲁莽、不踏实
沙湾灯笼——何苦（谐府）	番禺沙湾人多姓何且有钱，门口挂着何府灯笼
沙溜猪（朱）	①本指患有皮肤病的猪②比喻人满身怪气③姓朱
沙盘	一种瓦盘
沙胆	大胆
沙虫	①一种昆虫②疥螨
沙虱	甘薯象鼻虫。
沙蝉	知了
沙蝉叫，荔枝熟	蝉鸣荔熟，一幅丰收的图画
沟女	追求女孩子。例：成日掛住沟女,就唔使做作业了。Court的译音。
沟渠鸭——顾口唔顾身	①在泥坑里的鸭只顾吃，身上的污泥也不在乎②比喻不顾身上穿着而只顾吃的人
沤au3雨	酝酿下雨
沤下沤下	物品被水淹令其发霉变烂。
沤仔	妇女环孕时想食酸性东西，妊娠反应
沤傻	形容人整天关在家里，不接触外界也会变傻
沤到生虫	物品、食物保管不好，发霉长虫子。
沤坏	食品变质
沤年	年末常下雨
沤烂晒	长期泡在水中，物品全变坏了
沤臭	食品被细菌腐蚀变臭
沤霉	比喻生活困难
