𫵱	cat6 【俗】男生殖器。
死鸡撑硬脚	sei2 gai1 caang3 ngaang6 goek3【熟】【喻】【贬】已遭失败等而死撑到底。两只车都冇晒仲唔认输，仲～做乜嘢？(两个车都没了还不认输，还死撑着干什么？)│明明做错咗仲～！(明明做错了还嘴硬！)
死鸡撑饭盖	sei2 gai1 caang3 faan6 goi3 同「死鸡撑硬脚」(饭盖：锅盖)。
残	caan4 残破。你架钱七都够晒～嘞，除咗个唥钟唔响，周身都响。(你那辆老爷车也够残破的了，除了铃不响，整辆车上上下下都响。)
殴	au1(3) 用力打(用拳头或器械)。一嘢～落去。(一下打下去。)[汉典网音au2]
殽	ngaau4 扭曲不平。呢件床板～㗎，点瞓噃。(这块床板扭曲不平，怎么睡呀。)
殽晒框	ngaau4 saai3 kwaang1 【喻】原指自行车的轮辋变形(殽：扭曲；框：自行车轮辋)，比喻事情变得很糟，难以挽回。
殽框	ngaau4 kwaang1 自行车、三轮车等的轮辋变形(殽：扭曲；框：轮辋)。
殽框	ngaau4 kwaang1 扭曲变形。呢度门～嘅，闩唔到啊。(这门扭曲变形，关不了啦。)
毒	dou6 毒杀(老鼠、害虫等)。～老鼠(以药饵毒杀老鼠)│～塘虱(以药物，例如茶籽水，逼迫鲶鱼从安装了捕笼的洞口出来的一种捕鱼法)[此词意义不特殊而读法特殊]
毒虫	dou6 cung4 打虫(毒：毒杀)。医生话要食吻药～喎。(医生说要吃点儿药打虫。)[毒本读duk6]
毕	bat1(pat1) 用簸箕装起。～垃圾│～一篸泥。(撮一簸箕土。) (本字为扌毕)
毕	bat1 pat1 舀。～水│～汤│～饭[一般用于液体或糊状物，也用于粉状或颗粒状物体。] (本字为扌毕)
毛巾毡	mou4 gan1 zin1 毛巾毯。
毛管	mou4 gwun2 毛孔。冲完热水凉～松，顾住冻亲啊！(洗完热水澡毛孔开放，小心着凉啊！)
毡	zin1 毯子。羊毛～(羊毛毯子)│电热～ (有电发热装置的毛毯)
毫	hou4 角。四个七～半(四块七毛五)│两文六～(两块六毛)
毫子	hou4 zi2 角。两～│八～斤(八毛钱一斤)[一般只用于前无元、后无分的情况下]
气㗾气喘	hei3 hoe4 hei3 cyun2 气喘吁吁。行呢几步路都～，真系老咗啰。(走这几步也气喘吁吁，真是老了。)
气咳	hei3 kat1 气喘吁吁。走到～。(跑得气喘吁吁。)
气顺	hei6 seon6 心情舒畅；没意见。做嘢最紧要～，条气一顺，乜都掂。(做事情最要紧的是心情舒畅，心情舒畅了，什么都好办。)
水	seoi2 ①用于乘船往返的次数。呢条路我唔知行过几多～喇！(这条水路我不知道走过多少个来回了！)②用于衣服等洗的次数；又指穿着的次数。呢种布洗一一～缩～。(这种布洗一次缩水一次。)│呢条裙我净着过两～。(这条裙子我只穿过两次。)
水	seoi2 差；次；劣。佢哋嗰队波好～之嘛。(他们那个球队很差的。)
水	seoi2 【喻】钱财。又有～𢭃嘞。(又有钱拿了。)│呢度要几多～度？(这儿大约要多少钱？)
水	seoi2 【俗】行；门。你食边支～㗎？(你吃哪行饭？你吃哪门子饭？)
水喉	seoi2 hau4 ①水龙头。自来水管上放水口处的小阀。②水管。
水喉制(掣)	seoi2 hau4 水龙头。[又作「水制(掣)」]
水喉水	saang1 hau4 seoi2 自来水(水喉：水管)。
水喉通	seoi2 hau4 tung1 水管(一般指金属的)。
水嗻嗻	seoi2 ze4 ze4 有很多水。乜你啲韭菜鸡蛋炒到～嘅？(怎么你的韭菜鸡蛋炒得水汪汪的？)[汉典网嗻音syu3 ze1]
水围基	seoi2 wai4 gei1 砌在大井、井台、洗刷台、厨房备料台四周等处作拦水之用的条状突起。
水圳	seoi2 zan3 水渠。供灌溉、排水用。
水塘	水库。拦蓄一定水量，起径流调节作用的蓄水区域。一般指在河流上用人工建筑拦河坝(闸)后造成的水库而言。
水壶	seoi2 wu4(-2)①热水瓶。②行军水壶。
水大	seoi2 daai6 涨潮。知唔知几时～呢？(知不知道什么时候涨潮？)
水客	seoi2 haak3 ①以长途贩运货物为业的人(珠江三角洲水网发达，旧时贩运多从水路，所以贩货人称为～)。②从水路或海上走私的人。
水干	seoi2 gon1 退潮。～去沙滩执贝壳，够写意喇啩(退潮后去沙滩捡贝壳，够惬意了吧)。
水律	seoi2 leot6-2 乌梢蛇。一作「乌鞘蛇」，亦称「乌风蛇」。爬行纲，游蛇科。一种无毒蛇。长可达2米余。背面前半部和侧面黄色，后半部黑色；腹面灰黑色。生活于山地、田野间，以蛙、鱼为食。去内脏的干燥品即中药的「乌蛇」。
水抠油	seoi2 kau1 jau4 【喻】水和油一般无法拌和(抠：掺和；搅拌)，比喻关系差、合不来。我同佢直情就系～，捞唔埋嘅。(我和他简直就是势如水火，搭不到一块儿。)[常与「糖黐豆」对举]
水抱	seoi2 pou5 救生圈(包括儿童游泳用的充气浮圈等)。
水斗	seoi2 dau2 差劲；劣；水平低。乜咁～㗎，呢个字都唔识写。(怎这么差劲，这个字也不会写。)
水曱甴	seoi2 gaat6 zaat6(-2) 龙虱。种类很多。一般指黄缘龙虱。水栖。体长3 5-4厘米。黑色，鞘翅侧缘黄色。广东地区常食用。
水柿	seoi2 ci2 柿子的一种。味涩，须用石灰水浸泡后才可食用。
水桶袋	seoi2 tung2 doi6-2 背囊。多以皮革、帆布等缝制。因其形如水桶，故名。
水横枝(栀)	seoi2 waang4 zi1 栀子。北方亦称「黄栀子」、「山栀」。茜草科。常绿灌木。叶对生，革质，广披针形至倒卵形，先端和基部钝形，全缘，表面有光泽。春夏开白花，顶生或腋生，有短梗，极香。扦插繁殖。广州人常取以作盆景。
水气	seoi2 hei3 (粘附于玻璃等上的)雾气。镜面上有～，边度照得到人啊！(镜子上有雾气，哪里能照得见人！)[此与普通话「水汽」(呈气态的水)意思不一样]
水汪	seoi2 wong1 差劲。你做嘢认真～嘞，胡哩马查，似咩嘢样噃！ (你干活怎这么差劲，乱七八糟的，像什么样！)
水汪汪	seoi2 wong1 wong1 事情不落实；没有结果；希望渺茫。我即估掂喇添，原来仲系～㗎？(我还以为行了呢，原来还是没点儿眉目啊？)│人哋都到嘞，你哋仲一啲冇准备，咁～嘅？(人家都到了，你们还一点没准备，这么没头绪的？)[又作「水汪」]
水浮莲	seoi2 fau4 lin4 某些大型水生漂浮或直立草本植物的泛称，包括大薸、凤眼蓝等。可作猪饲料或绿肥[普通话「水浮莲」专指大薸，广州话的含义较宽泛一些]
水浸眼眉	seoi2 zam3 ngaan5 mei4 【喻】水淹到眉毛那么高(浸：淹)，即将近没顶，比喻事情紧急。平时冇啲准备，到～先嚟谂计。(平时没 一点儿准备，到火烧眉毛了才来想办法。)
水炮	seoi2 paau3 消防车上的高压水龙头。因其状如炮，故名。
水煲	seoi2 bou1 水锅；烧水壶。
水煲咁大只胆	seoi2 bou1 gam3 daai6 daam2【喻】【谑】大胆(水煲：煮水壶)。
水瓜	seoi2 gwaa1 普通丝瓜。～打狗——唔见咗一撅。(丝瓜打狗——少了一截。歇后语)。[参见「丝瓜」]
水瓜打狗——唔见噉橛	seoi2 gwaa1 daa2 gau2 m4 gin3 gam2 kyut6 【喻】用丝瓜打狗，自然会断掉一截(水瓜：丝瓜；唔：不；噉：表示数量变化；橛：截)，指少了一部分。仲煲紧冇米粥，啲资金经已～ 嘞。(事情还八字没一撇，那资金就已经用了不少了。)
水皮	seoi2 pei4 差；次；劣；水平低。我谂唔到你咁～，让双马都输。(我想不到你这么差劲，让双马还是输。)
水粉	seoi2 fan2 脂粉因其含有一定的水份，故称。
水线	seoi2 sin3 电源负极线；回路线。
水脚	seoi2 goek3 路费；运费。每年春节，老细都会畀～啲员工翻屋企过年。(每年春节，老板都会给路费让员工们回家过年。)│呢批货净系～都唔少。(这批货光运费就不少。)
水草	seoi2 cou2 某些形态细长的水生植物的泛称[普通话也把某些水生植物称为「水草」，但不一定是形态细长的]
水螆	seoi2 zi1 水蚤等水生浮游昆虫。～干。(水蚤等水生浮游昆虫干品，多用以饲现赏鱼。)
水蟹	seoi2 haai5 瘦小的蟹。
水货	seoi2 fo3 ①仿冒、伪劣商品。地摊有咩好嘢啊，咸𠾴唥都系～。(池摊上有啥好东西，全都是仿冒、伪劣商品。)②走私货，不规渠道入货上市的商品。
水路	seoi2 lou6 路程。广州去长沙有几远～？(广州到长沙有多远路程？)[广州附近多水网，出门多从水路，所以习惯以～称路程，包括陆路在内]
水车	seoi2 ce1 同「火烛车」。
水铰剪	seoi2 gaau3 zin2 一种水生昆虫，足长，常在平静的水面迅速游动，似将水面剪开，故名(铰剪：剪刀)
水鞋	seoi2 haai4 雨鞋；雨靴。
水鱼	seoi2 jyu4-2 鳖。即「甲鱼」、「团鱼」
𣲷	nap6 潮湿；受潮的样子。你头发咁～嘅，啱洗过头咩？(你头发那么湿，刚洗过头吗？)
氹	tam5 水坑。水～│一场大雨冲出一个大～。
氽	tan2 把内层翻转到外面来。猪肠梗要～转嚟先洗得干净𠺝。(猪肠当然要翻转过来才能洗得干净。)
求先	kau4 sin1 刚才。
求其	kau4 kei4 随便。贪餐便饭嗻，～点几个菜好喇。(吃顿使饭，就随他点几个菜好了。)│同呢啲人做嘢唔使咁认真㗎，～得㗎嘞，(替这些人干活不必太认灯，随随便便就行了。)[此为「求其过得去」省略而成]
汗毛	hon3 mou4 寒毛。
汗渍	hon6 zik1 衣服上的黑色霉点(往往沾汗后不及时洗就会出现)。
江湖佬	gong1 wu4 lou2 流浪江湖以卖艺、卖药为生的人。
池鱼	ci4 jyu4-2 鲐。亦称「鲭」、「油筒鱼」、「青花鱼」、「青鱄」。鱼纲，鲭科。体呈纺锤形，长达60厘米，尾柄细。背青色，腹白色，体侧上部具深蓝色波状条纹。第二背鳍和臀鳍后方各具5个小鳍；尾鳍叉形。为中上层洄游性鱼类，趋光性强，为灯光围网主要捕捞对象之一。
污(乌)哩单刀	wu1 lei1 daan1 dou1 乱。你两只马骝仔搞到间屋～。(你们两个小兔崽子把房子弄得乱糟糟的。)
污(乌)哩马查	wu1 lei1(li1) maa5 caa5 乱。啲字写到～。(这字写得乱七八糟。)
污糟	wu1 zou1 肮脏。个地下咁～，唔好坐落去。(地上很脏，别坐下去。)
污糟猫	wu1 zou1 maau1 【喻】【谑】肮脏的孩子。(污糟：脏)。你去边度滚成个～啊！(你上哪儿蹭成了个脏猫啊！)
汤丸	tong1 jyun2 汤圆。[广州话「丸」、「圆」音近]
汤水	tong1 seoi2 汤。广州人食饭，最紧要系啖～。(广州人吃饭，最要紧的是汤。)
汤药	tong1 joek6 同「汤药费。
汤药	tong1 joek6 中药水剂。煲～。
汤药费	tong1 joek6 fai3 医药费(汤药：中药汤)。细路仔唔好打交啊，打伤人要赔～㗎。(小孩子别打架，打伤了人要赔医药费的。)
汭	jeoi5 植物分泌的乳汁或黏液。木瓜～│蕉～。
沉	cam4 失势；因失势而销声匿迹。老陈～咗啰噃，听讲冇做局长好耐嘞。(老陈失势了，听说没当局长很长一段时间了。)
沓	daap6 钟表的长针指在某个数字上。6点～5(6点25分)│两点～2(两点10分)
沓	daap6 用于多层的东西；叠。一～纸│一～楼(一座楼房)│一～碗(一摞碗)
沓	daap6 叠；垒。～好啲书。(把书叠好。)
沓埋心水	daap6 maai4 sam1 seoi2 【喻】同「叠埋心水」。
沓正	daap6 zeng3 正好到某一时点。我系～5点到嘅。(我是正好5点到的。)│～3点半我哋就走。(整3点半我们就走。)
沓界	daap6 gaai3 (球)压线。呢个系～球。(这是个压线球。)
沙	saa1 (声音)沙哑。点解你讲话咁～声嘅？(怎么你说话声音这么沙哑？)
沙	saa1 在江岸边或江心冲积而成的平坦陆地。常用作地名。黄～(在广州市荔湾区)│大～头(在广州市东山区)
沙井	saa1 zeng2 沉沙井。污水渠中起沉淀泥沙杂物作用的井形设施。
沙冚	saa1 kam2 车轮子上的挡泥板(冚：盖)。不锈钢～。
沙哩弄冲	saa4-1 li1 lung6 cung3 马马虎虎的；不负责的；捣乱的。做嘢就要正经啲，唔好～。(干活就要认真点，不要马马虎虎的。)│细路仔唔好系处～。(小孩别在这捣蛋。)
沙尘	saa1 can4 灰尘。架车行过，搞到～滚滚。(车子驶过，弄得尘土飞扬。)
沙尘	saa1 can4 骄傲而轻浮；好炫耀或夸夸其谈。呢个后生仔真～！(这年轻人真轻浮！)
沙尘白霍	saa1 can4 baak6 fok3 同「沙尘」。
沙律	saa1 leot2 【外】色拉；凉拌杂菜。一种西餐菜肴。[英语salad]
沙沙滚	saa1-4 saa1-4 gwan2 草率的；马虎了事的；靠不住的。佢做嘢不溜～㗎啦。(他干活一向草率。)│咿条友仔～㗎，因住啊。(这个家伙靠不住的，小心点儿。)
沙河粉	saa1 ho4 fan2 宽米粉条。为广州人食用米粉条中最常见的。以广州沙河地区所产最为著名，故称。
沙煲	saa1 bou1 同「瓦煲」。
沙煲罂罉(铛)	saa1 bou1 aang1 cang1 各种炊具的总称。
沙爹	saa1 de1 沙茶酱。[「爹」是摹仿潮汕方言「茶」字之音]
沙田柚	saa1 tin4 jau6-2 以广西沙田所产最优，故以泛指一般柚子。
沙甸鱼	saa1 din6-1 jyu4-2 【外】沙丁鱼。亦称「鳁」、「鰯」。鱼纲，鲱科。体侧扁，长26厘米，银白色。臀鳍最后两鳍条扩大。分布于南北半球6-20摄氏度等温线范围内的海洋中。世界重要海产经济鱼类之一。[英语sardine]
沙胆	saa1 daam2 【贬】大胆；斗胆。居然去犯佢，你都算～喇！(居然去招惹他，你也算是胆大包天了！)
沙葛	saa1 got3(-2) 豆薯。亦称「凉薯」。[～为广州固有名称，后因部分天主教、基督教徒以「葛」与英语God(上帝)音近而避讳，所以「豆薯」、「凉薯」的名称也通行]
沙虫	saa1 cung4-2 ①昆虫的一种，可食用。②疥螨。斩脚趾避～。(砍掉脚趾来避免长疥癣。熟语，喻因噎废食。)③孑孓，蚊子的功虫。
沙虱	saa1 sat1 甘薯象鼻虫。一种甘薯害虫，蛀食薯块，使变黑变苦。你买翻嚟啲番薯净系生～嘅。(你买回来的番薯全是虫蛀了的。)
沙蝉	saa1 sim4 蝉。
沙隹	saa1 zeoi1 隹音追。广东地区常见的一种鹬。
沤	au3 长时间地熬煮。～猪潲噉～。(像熬猪食那样熬。)
沤仔	【喻】au3 zai2 (孕妇)有妊娠反应；处于妊娠反应期(像沤东西一般长期慢慢变化，故称)。～好辛苦。(熬妊娠反应很难受。)
沤仔婆	au3 zai2 po4-2 表现出妊娠反应的孕妇。[参见「沤仔」]
沤雨	au3 jyu5 多日阴天且气压低，像要下雨而又不下(就像沤东西那样经过长时间)。沤咗成个礼拜雨，今日先至落出。(整个星期天色阴沉，将雨不雨，直至今天才下起雨来。)
沥	lek6 河流的小分支；汊道。
河	ho4-2 「沙河粉」的简称。炒～。
河头	ho4 tau4 中国象棋棋盘中界河边上己方一侧的横线。
河涌(冲)	ho4 cung1 小河；河沟。
河粉	ho4-2 fan2 「沙河粉」的简称。
河鲜	ho4 sin1 淡水鱼类(多指野生)的泛称。这是食用角度的指称。
油	jau4 平涂；漆。将幅画啲边角都～满佢。(把这画的边角全涂满。)│道门～成黄色。(门漆成黄色。)
油	jau4-2。油漆。[此字读第4声时指食用或药用油，又作动词，指上漆，与读第2声的意义不同]
油𩺬	jau4 zeoi1 花鳗。
油器	jau4 hei3 油炸米面制品的总称。 ～白粥(油炸米面食品和素粥。以前广州人家的标准早餐。)
油多	jau4 do1 【外】「牛油多士」的简称。
油油	jau4 jau4-2 上漆(前一「油」字指上漆的动作，后一「油」字指油漆)。
油渣	jau4 zaa1 轻柴油。柴油(轻质石油产品的一类)之一种。主要用于高速柴油机(每分钟转速在1000转以上)。
